Project_Name,Count_packages,Sum_LOC,Average_LOC,Pareto_category,Language
NicoVermeir_XamlStyler,12,2695,39.05797101,20,cs
nodatime_nodatime,30,37732,107.8057143,20,cs
NonFactors_MVC.Grid,1,1387,30.15217391,60,cs
NServiceKit_NServiceKit.OrmLite,54,45277,143.7365079,20,cs
NServiceKit_NServiceKit.Redis,8,12741,135.5425532,20,cs
ntent-ad_kafka4net,11,6581,73.94382022,30,cs
NuGet_json-ld.net,4,10663,213.26,40,cs
NuGet_NuGet.PackageManagement,13,56566,200.5886525,30,cs
NuGet_NuGet.VisualStudioExtension,25,27592,90.16993464,30,cs
objorke_PropertyTools,4,1590,24.84375,40,cs
objorke_QuantityTypes,6,5698,78.05479452,30,cs
OctopusDeploy_Octodiff,6,2275,39.9122807,30,cs
oenning_SharpSapRfc,8,1713,36.44680851,20,cs
OfficeDev_PnP,444,352848,96.2487725,10,cs
OmniSharp_omnisharp-server,72,8178,34.65254237,10,cs
OmniSharp_OmniSharpServer,72,8178,34.65254237,10,cs
onovotny_BouncyCastle-PCL,460,956676,115.2205227,20,cs
OpenCoverUI_OpenCover.UI,16,5300,43.44262295,20,cs
OpenCover_opencover,31,9519,67.99285714,10,cs
OpenSharp_UnitWrappers,56,17032,87.34358974,20,cs
openssl-net_openssl-net,9,15544,101.5947712,30,cs
OrchardCMS_Brochard,796,94929,33.19195804,10,cs
OsmSharp_GTFS,16,9868,116.0941176,30,cs
OsmSharp_OsmSharp,45,37489,115.3507692,20,cs
owin_museum-piece-gate,23,13579,113.1583333,20,cs
oxyplot_oxyplot,13,59758,149.395,20,cs
ParticularLabs_GitVersion,26,8948,44.51741294,20,cs
Particular_docs.particular.net,316,22657,18.64773663,20,cs
Particular_GitVersion,26,8948,44.51741294,20,cs
PayPal_PayPal-NET-SDK,15,32178,60.59887006,30,cs
philiplaureano_Deflector.NET,3,2085,74.46428571,20,cs
phogue_Potato,123,33170,59.87364621,10,cs
PistonDevelopers_VisualRust,38,20171,66.35197368,20,cs
playgameservices_play-games-plugin-for-unity,18,16651,98.52662722,20,cs
PolarbearDK_Miracle.FileZilla.Api,1,2701,61.38636364,60,cs
PolarisTeam_PolarisServer,11,5562,43.79527559,30,cs
POPWorldMedia_POPForums,31,17256,48.20111732,10,cs
praeclarum_Bind,8,3103,68.95555556,20,cs
PrintsCharming_ObjectHydrator,3,15502,292.490566,30,cs
ProtoTest_ProtoTest.Golem,18,10452,90.88695652,20,cs
pschichtel_LyricsReloaded,7,3537,48.45205479,30,cs
psmacchia_NDepend.Path,5,12010,131.978022,40,cs
pvginkel_PdfiumViewer,6,8637,97.04494382,10,cs
qianlifeng_Wox,35,11683,60.53367876,20,cs
Quobject_EngineIoClientDotNet,32,26044,84.01290323,40,cs
RadicalFx_radical,24,19593,86.69469027,10,cs
Ravadre_Stacks,19,8466,60.04255319,20,cs
RazorGenerator_RazorGenerator,28,6045,43.80434783,10,cs
re-motion_Relinq,101,40952,44.61002179,20,cs
remyvd_NodaMoney,3,2517,228.8181818,20,cs
rexm_Handlebars.Net,4,5238,48.05504587,20,cs
richardszalay_mockhttp,8,5352,70.42105263,50,cs
RickStrahl_WestWindWebSurge,7,9101,149.1967213,30,cs
riganti_redwood,93,84159,59.30866808,10,cs
riipah_vocadb,160,70887,47.41605351,10,cs
RIT-MAGIC_JustPressPlay,7,13340,72.5,30,cs
rnicoll_ncrypto-currency-exchange,11,5127,39.43846154,30,cs
RobertSmith_Orchestrate.NET,3,1686,73.30434783,40,cs
rogeralsing_akka.net,98,143229,63.7423231,10,cs
rogeralsing_Pigeon,145,211471,71.05880376,10,cs
Rohansi_Mond,20,15704,59.26037736,20,cs
ronnycsharp_WPFLight,42,33442,88.70557029,10,cs
rowanmiller_Demo-EF7,11,2299,54.73809524,10,cs
rprouse_GitHubExtension,17,3643,31.13675214,30,cs
rscustom_rocksmith-custom-song-toolkit,56,52321,125.470024,10,cs
runceel_ReactiveProperty,32,28926,165.2914286,30,cs
Runt-Editor_Runt,23,5107,48.17924528,20,cs
SamHurne_gw2pao,100,35231,94.96226415,20,cs
scommisso_vimeo-dot-net,9,5869,54.85046729,40,cs
SergeyTeplyakov_ReSharperContractExtensions,17,8185,40.925,30,cs
ServiceStackV3_ServiceStack.Contrib,27,6278,60.95145631,20,cs
ServiceStack_ServiceStackVS,21,6368,47.87969925,20,cs
shadowsocks_shadowsocks-csharp,18,15272,121.2063492,20,cs
Shazwazza_Smidge,13,6571,57.13913043,20,cs
SimonCropp_Chevron,10,7443,206.75,20,cs
Sitefinity_feather,35,21345,102.6201923,20,cs
smolyakoff_essential-templating,13,2357,38.01612903,20,cs
SnowflakePowered_snowflake,24,2284,40.07017544,10,cs
somdoron_AsyncIO,3,1730,78.63636364,20,cs
somedave_FluentBootstrap,34,8405,37.69058296,20,cs
Sonarr_Sonarr,303,90063,38.90410367,20,cs
SparkDevNetwork_Rock,215,549277,113.5808519,20,cs
SphtKr_JSONAPI.NET,21,5909,37.87820513,10,cs
splunk_splunk-sdk-csharp-pcl,20,34637,131.6996198,20,cs
sschmid_Entitas-CSharp,19,8224,32.63492063,30,cs
StefanOssendorf_SecurityHeadersMiddleware,6,4584,64.56338028,30,cs
StephenCleary_Comparers,6,2074,50.58536585,20,cs
Swarmops_Swarmops,105,116754,132.0746606,10,cs
Taggersoft_SharpMTProto,18,7726,22.32947977,30,cs
Taggersoft_SharpTelegram,2,4268,9.023255814,30,cs
tavis-software_Tavis.PrivateCache,2,1032,57.33333333,60,cs
telerik_JustMockLite,158,69816,66.3019943,10,cs
terrajobst_NQuery,12,40319,97.86165049,30,cs
terrajobst_nuproj,28,2109,28.5,20,cs
tfsaggregator_tfsaggregator,19,6022,46.68217054,20,cs
TheBerkin_Rant,27,19288,99.42268041,20,cs
thinktecture_Thinktecture.IdentityServer.v3.EntityFramework,9,4132,53.66233766,20,cs
TimSchlechter_Swagger.Codegen.Net,10,5247,86.01639344,20,cs
tmenier_Flurl,6,4426,81.96296296,30,cs
tonyqus_toxy,13,11754,56.7826087,30,cs
tonysneed_trackable-entities,26,11764,69.60946746,20,cs
Tulpep_Active-Directory-Object-Picker,2,1185,33.85714286,30,cs
tumtumtum_Shaolinq,20,66699,121.7135036,20,cs
tunnelvisionlabs_antlr4cs,26,50197,107.4882227,30,cs
TwoMaKing_EApp,111,143404,166.1691773,20,cs
Tynamix_ObjectFiller.NET,2,4702,82.49122807,30,cs
uComponents_nuPickers,61,4051,29.78676471,10,cs
uComponents_uComponents,110,47523,111.8188235,10,cs
uhaciogullari_SimpleMvcSitemap,13,1778,33.54716981,20,cs
urasandesu_Prig,15,6940,45.35947712,30,cs
UweKeim_ZetaLongPaths,14,26424,275.25,30,cs
vknet_vk,42,74767,81.53435115,10,cs
voat_voat,70,40473,57.57183499,10,cs
VocaDB_vocadb,160,70887,47.41605351,10,cs
Warewolf-ESB_Warewolf-ESB,704,406667,115.3992622,10,cs
webformsmvp_webformsmvp,19,4415,38.39130435,20,cs
welegan_RedisSessionProvider,4,2086,115.8888889,20,cs
weltkante_managed-lzma,102,191027,127.4362909,30,cs
wildbunny_metaexchange,15,8321,56.22297297,30,cs
wnmp_wnmp,7,3274,155.9047619,30,cs
worldexplorer_SquareOne,152,507043,153.1389308,20,cs
wudixiaop_ShaderlabVS,7,5863,43.75373134,20,cs
xamarin_SignaturePad,7,9643,125.2337662,50,cs
xamarin_xamarin-forms-samples,786,1380323,368.2825507,20,cs
xanathar_moonsharp,203,221347,65.15955255,20,cs
XeeX_LeagueOfLegendsAPI,60,5885,23.92276423,20,cs
xenolightning_AudioSwitcher,26,13961,44.18037975,30,cs
XForms_Xamarin-Forms-Labs,232,295094,176.1755224,20,cs
XLabs_Xamarin-Forms-Labs,232,295094,176.1755224,20,cs
xplicit_HyperFastCgi,16,4302,60.5915493,40,cs
xunit_resharper-xunit,3,1586,66.08333333,20,cs
xunit_samples,12,1612,27.3220339,20,cs
xunit_samples.xunit,12,1612,27.3220339,20,cs
xunit_xamarin.xunit,3,14034,701.7,20,cs
yevhen_Orleankka,49,9225,23.0625,20,cs
YoloDev_elephanet,6,1638,39.95121951,30,cs
Yonom_CupCake,52,18470,42.07289294,20,cs
yysun_git-tools,15,11245,130.755814,30,cs
ZeroK-RTS_Zero-K-Infrastructure,99,138865,92.76219105,20,cs
ziyasal_InfluxDB.Net,12,1956,32.6,30,cs
